Name,Budget,Lease Duration,Furnishing,Smoking/Drinking,Guests Allowed,Daily Routine
Rohan_143,15000,Short-term,Furnished,No,Occasionally,Day Scholar
Arjun_118,25000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Aarav_283,7000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Riya_453,20000,Long-term,Semi-furnished,No,No,Day Scholar
Kabir_440,25000,Short-term,Furnished,No,Yes,Day Scholar
Rekha_337,5000,Short-term,Furnished,Occasionally,No,Night Owl
Aanya_431,12000,Long-term,Unfurnished,Yes,Yes,Night Owl
Tanya_413,5000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Manish_132,20000,Long-term,Semi-furnished,No,No,Night Owl
Vivaan_482,12000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Kabir_31,15000,Long-term,Furnished,Occasionally,No,Night Owl
Riya_34,15000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Tanya_330,25000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Rajesh_426,12000,Short-term,Semi-furnished,No,No,Night Owl
Divya_441,7000,Short-term,Semi-furnished,No,No,Day Scholar
Rohan_164,5000,Short-term,Furnished,No,Occasionally,Day Scholar
Neha_281,20000,Short-term,Unfurnished,No,Occasionally,Night Owl
Neha_22,20000,Long-term,Furnished,No,No,Day Scholar
Saanvi_219,25000,Short-term,Semi-furnished,No,No,Night Owl
Tanya_406,5000,Long-term,Unfurnished,No,Yes,Day Scholar
Nisha_147,5000,Short-term,Furnished,Occasionally,Yes,Night Owl
Simran_91,25000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Gaurav_331,7000,Short-term,Furnished,Yes,No,Day Scholar
Vivaan_427,7000,Short-term,Semi-furnished,No,No,Night Owl
Bhavya_268,10000,Long-term,Semi-furnished,Yes,No,Night Owl
Tanya_132,15000,Short-term,Furnished,Yes,Yes,Night Owl
Avni_477,20000,Long-term,Semi-furnished,No,No,Night Owl
Pooja_308,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Sneha_15,7000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Swati_316,7000,Short-term,Furnished,Occasionally,No,Night Owl
Manish_104,10000,Long-term,Semi-furnished,No,No,Day Scholar
Ishaan_197,20000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Yash_421,7000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Kavya_457,7000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Rahul_303,15000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Riya_111,12000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Kavya_292,7000,Short-term,Furnished,Occasionally,No,Day Scholar
Ishita_16,10000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Rajesh_10,12000,Long-term,Unfurnished,Yes,No,Day Scholar
Bhavya_29,5000,Long-term,Furnished,Occasionally,No,Night Owl
Swati_124,5000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Sarita_332,15000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Ananya_359,15000,Long-term,Unfurnished,No,Occasionally,Night Owl
Meera_49,12000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Tanya_327,7000,Short-term,Semi-furnished,No,Yes,Night Owl
Yash_449,12000,Long-term,Furnished,No,Yes,Night Owl
Sarita_450,25000,Long-term,Furnished,No,Occasionally,Night Owl
Aarav_6,15000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Sarita_78,25000,Long-term,Furnished,Yes,No,Night Owl
Saanvi_53,7000,Short-term,Semi-furnished,No,No,Night Owl
Avni_190,5000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Preeti_403,10000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Pallavi_362,25000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Avni_152,20000,Short-term,Semi-furnished,No,No,Night Owl
Sneha_412,10000,Long-term,Furnished,Yes,Occasionally,Night Owl
Riya_449,15000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Tanya_78,10000,Long-term,Furnished,Occasionally,No,Day Scholar
Ishaan_145,20000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Simran_286,12000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Siddharth_331,12000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Ishaan_422,15000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Siddharth_26,12000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Yash_3,25000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Aryan_84,10000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Avni_164,20000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Ananya_251,10000,Short-term,Unfurnished,Occasionally,No,Night Owl
Preeti_225,5000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Ishaan_5,15000,Long-term,Unfurnished,No,No,Night Owl
Rohan_376,5000,Short-term,Semi-furnished,No,No,Day Scholar
Simran_12,7000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Aanya_254,10000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Rohan_135,5000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Rekha_279,15000,Long-term,Unfurnished,No,No,Night Owl
Ishita_97,20000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Saanvi_402,7000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Arjun_44,20000,Short-term,Semi-furnished,Yes,No,Night Owl
Ishaan_40,10000,Short-term,Unfurnished,No,No,Day Scholar
Saanvi_255,7000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Simran_112,25000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Ananya_145,5000,Short-term,Furnished,No,Occasionally,Day Scholar
Aarav_163,5000,Short-term,Unfurnished,No,Yes,Night Owl
Pallavi_377,20000,Short-term,Unfurnished,Yes,No,Day Scholar
Bhavya_388,12000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Meera_227,12000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Vikram_487,12000,Long-term,Semi-furnished,Yes,No,Day Scholar
Vihaan_126,7000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Aryan_19,25000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Pallavi_101,7000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Vikram_103,10000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Sarita_175,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Vihaan_499,20000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Ishita_358,15000,Long-term,Furnished,No,No,Night Owl
Vivaan_357,20000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Rekha_489,7000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Pooja_432,15000,Short-term,Furnished,Yes,Occasionally,Night Owl
Krishna_271,5000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Yash_200,12000,Short-term,Furnished,Yes,No,Day Scholar
Rekha_375,7000,Short-term,Furnished,No,Occasionally,Night Owl
Simran_66,5000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Bhavya_187,15000,Long-term,Semi-furnished,Yes,No,Night Owl
Rajesh_150,10000,Short-term,Unfurnished,No,No,Day Scholar
Divya_208,5000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Manish_257,10000,Short-term,Furnished,Yes,Yes,Night Owl
Aniket_19,20000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Vihaan_292,12000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Rohan_273,15000,Short-term,Unfurnished,Yes,Yes,Night Owl
Rohan_447,5000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Kabir_169,10000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Arjun_41,10000,Long-term,Unfurnished,Yes,No,Day Scholar
Sneha_351,10000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Ishita_272,7000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Ishita_186,25000,Long-term,Furnished,No,Occasionally,Night Owl
Tanya_404,25000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Preeti_450,10000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Saanvi_211,25000,Long-term,Semi-furnished,Yes,No,Night Owl
Rohan_192,10000,Long-term,Unfurnished,Occasionally,No,Night Owl
Aryan_338,5000,Long-term,Unfurnished,Occasionally,No,Night Owl
Aarav_91,7000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Aditya_200,10000,Long-term,Semi-furnished,No,Yes,Night Owl
Priya_435,10000,Long-term,Furnished,Occasionally,Yes,Night Owl
Krishna_118,25000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Gaurav_340,10000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Aarav_161,12000,Short-term,Furnished,Yes,Occasionally,Night Owl
Ananya_46,15000,Long-term,Unfurnished,No,Yes,Day Scholar
Meera_290,25000,Long-term,Unfurnished,Yes,No,Night Owl
Aanya_269,25000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Priya_366,7000,Short-term,Furnished,No,Yes,Day Scholar
Kavya_68,15000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Aanya_99,20000,Long-term,Furnished,Occasionally,No,Night Owl
Aniket_400,15000,Short-term,Unfurnished,Occasionally,No,Night Owl
Ishaan_73,5000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Manish_285,15000,Short-term,Furnished,No,Occasionally,Night Owl
Kabir_234,7000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Aanya_56,20000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Yash_376,15000,Long-term,Semi-furnished,No,No,Day Scholar
Vikram_244,5000,Long-term,Semi-furnished,Yes,No,Day Scholar
Avni_4,15000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Meera_334,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Rekha_260,5000,Short-term,Furnished,Occasionally,Yes,Night Owl
Saanvi_266,25000,Short-term,Furnished,Occasionally,Yes,Night Owl
Aniket_93,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Ananya_175,10000,Long-term,Furnished,Occasionally,No,Night Owl
Riya_173,25000,Short-term,Furnished,No,Occasionally,Day Scholar
Riya_362,20000,Short-term,Semi-furnished,No,No,Night Owl
Priya_484,25000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Riya_435,5000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Ishita_423,5000,Short-term,Furnished,Yes,No,Day Scholar
Pooja_463,5000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Bhavya_55,15000,Short-term,Unfurnished,No,No,Night Owl
Aarav_425,12000,Long-term,Furnished,Yes,Occasionally,Night Owl
Priya_383,15000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Sneha_183,25000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Aditya_34,25000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Swati_58,12000,Long-term,Furnished,Yes,No,Night Owl
Gaurav_397,25000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Ishaan_21,5000,Short-term,Furnished,Yes,Occasionally,Night Owl
Saanvi_347,15000,Short-term,Furnished,No,Yes,Day Scholar
Ishita_299,15000,Long-term,Furnished,No,No,Day Scholar
Tanya_449,15000,Short-term,Unfurnished,Yes,No,Night Owl
Vikram_290,15000,Short-term,Furnished,Yes,Occasionally,Night Owl
Divya_221,20000,Short-term,Furnished,Yes,No,Day Scholar
Aryan_102,20000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Neha_288,20000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Aarav_44,12000,Long-term,Furnished,No,No,Night Owl
Rajesh_226,20000,Long-term,Unfurnished,Yes,No,Day Scholar
Ishita_294,7000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Rajesh_54,5000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Tanya_385,10000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Kabir_330,5000,Short-term,Semi-furnished,No,No,Night Owl
Vikram_423,7000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Aditya_65,10000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Ananya_436,15000,Short-term,Unfurnished,Yes,No,Night Owl
Divya_38,20000,Long-term,Semi-furnished,Yes,No,Night Owl
Kavya_399,7000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Bhavya_375,12000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Pooja_333,7000,Short-term,Semi-furnished,Yes,No,Day Scholar
Nisha_263,10000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Rohan_467,7000,Long-term,Unfurnished,No,No,Night Owl
Kavya_207,25000,Long-term,Unfurnished,No,Yes,Night Owl
Bhavya_56,15000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Ananya_166,12000,Short-term,Semi-furnished,No,Yes,Night Owl
Kabir_91,7000,Short-term,Unfurnished,No,Yes,Night Owl
Vikram_205,20000,Short-term,Furnished,Yes,No,Day Scholar
Swati_4,25000,Short-term,Unfurnished,Yes,Yes,Night Owl
Vihaan_65,25000,Long-term,Semi-furnished,No,No,Night Owl
Pallavi_344,10000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Meera_172,10000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Sarita_436,10000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Kabir_474,10000,Long-term,Semi-furnished,No,Yes,Night Owl
Vihaan_225,15000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Ananya_10,25000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Bhavya_112,5000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Sneha_189,15000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Avni_239,5000,Long-term,Semi-furnished,No,Yes,Day Scholar
Aanya_420,7000,Long-term,Unfurnished,Occasionally,No,Night Owl
Tanya_249,5000,Long-term,Furnished,No,Occasionally,Day Scholar
Saanvi_204,5000,Long-term,Unfurnished,Occasionally,No,Night Owl
Pallavi_158,5000,Short-term,Unfurnished,No,Occasionally,Night Owl
Rekha_460,12000,Long-term,Furnished,No,No,Day Scholar
Aditya_449,25000,Short-term,Semi-furnished,No,Yes,Day Scholar
Rekha_387,5000,Long-term,Unfurnished,No,No,Day Scholar
Neha_35,20000,Short-term,Unfurnished,No,No,Day Scholar
Avni_129,15000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Rajesh_167,7000,Short-term,Furnished,Occasionally,Yes,Night Owl
Rohan_478,15000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Swati_299,12000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Divya_350,10000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Vikram_414,15000,Long-term,Furnished,No,Occasionally,Night Owl
Simran_298,5000,Short-term,Unfurnished,No,Yes,Day Scholar
Gaurav_369,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Neha_436,12000,Long-term,Furnished,No,No,Night Owl
Swati_392,25000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Bhavya_220,15000,Short-term,Unfurnished,Yes,No,Day Scholar
Aditya_429,25000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Aditya_328,7000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Aanya_82,12000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Manish_109,10000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Vikram_234,12000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Rahul_309,15000,Long-term,Furnished,Occasionally,Yes,Night Owl
Siddharth_289,25000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Swati_338,25000,Long-term,Semi-furnished,No,Yes,Day Scholar
Rajesh_223,5000,Short-term,Unfurnished,Occasionally,No,Night Owl
Sarita_463,7000,Long-term,Semi-furnished,No,Yes,Day Scholar
Rahul_145,7000,Long-term,Semi-furnished,No,Yes,Day Scholar
Rekha_254,7000,Long-term,Furnished,Yes,Yes,Night Owl
Yash_369,5000,Long-term,Unfurnished,No,Yes,Day Scholar
Arjun_303,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Bhavya_332,12000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Vihaan_307,10000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Priya_277,25000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Priya_14,7000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Swati_93,15000,Short-term,Semi-furnished,No,Yes,Day Scholar
Rekha_252,15000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Ishaan_138,12000,Long-term,Semi-furnished,No,Yes,Day Scholar
Tanya_51,10000,Long-term,Furnished,No,No,Day Scholar
Ishita_343,10000,Long-term,Unfurnished,No,No,Night Owl
Rohan_38,15000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Avni_44,25000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Sneha_88,20000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Ananya_304,12000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Manish_96,5000,Short-term,Furnished,Yes,No,Day Scholar
Rajesh_28,5000,Long-term,Unfurnished,Yes,No,Night Owl
Kabir_192,10000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Pallavi_197,12000,Short-term,Semi-furnished,No,No,Night Owl
Nisha_67,5000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Yash_106,5000,Long-term,Unfurnished,Occasionally,No,Night Owl
Arjun_244,5000,Long-term,Semi-furnished,Yes,No,Night Owl
Vivaan_56,20000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Priya_76,12000,Long-term,Unfurnished,Yes,No,Day Scholar
Rekha_391,5000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Kabir_138,10000,Short-term,Unfurnished,No,Yes,Day Scholar
Rahul_320,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Meera_21,25000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Tanya_460,15000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Gaurav_250,7000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Rohan_18,25000,Short-term,Furnished,Yes,Occasionally,Night Owl
Ishita_304,7000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Arjun_13,5000,Long-term,Unfurnished,No,No,Day Scholar
Ishita_348,20000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Bhavya_291,25000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Ananya_18,20000,Long-term,Furnished,Yes,No,Night Owl
Vihaan_169,12000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Priya_170,25000,Long-term,Unfurnished,No,Occasionally,Night Owl
Aniket_56,12000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Rohan_218,5000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Priya_177,5000,Long-term,Semi-furnished,Yes,No,Night Owl
Ishaan_434,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Rohan_113,20000,Short-term,Furnished,Yes,Occasionally,Night Owl
Rekha_426,20000,Short-term,Unfurnished,No,Yes,Night Owl
Preeti_389,5000,Long-term,Furnished,No,Occasionally,Day Scholar
Saanvi_239,10000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Riya_420,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Vihaan_227,12000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Simran_447,25000,Long-term,Furnished,No,Occasionally,Day Scholar
Aanya_412,7000,Short-term,Furnished,Yes,No,Night Owl
Tanya_386,20000,Short-term,Furnished,Occasionally,No,Night Owl
Arjun_231,20000,Short-term,Semi-furnished,Yes,No,Day Scholar
Rajesh_307,15000,Long-term,Unfurnished,No,Yes,Night Owl
Rekha_157,15000,Short-term,Semi-furnished,Yes,No,Night Owl
Ishaan_255,20000,Long-term,Unfurnished,No,Occasionally,Night Owl
Pooja_406,15000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Neha_394,20000,Long-term,Unfurnished,Yes,Yes,Night Owl
Preeti_348,25000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Sarita_27,5000,Long-term,Furnished,No,Yes,Night Owl
Vikram_341,12000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Kavya_119,5000,Long-term,Unfurnished,No,Occasionally,Night Owl
Aanya_359,5000,Long-term,Unfurnished,No,No,Night Owl
Aniket_465,5000,Short-term,Furnished,No,Yes,Night Owl
Krishna_19,15000,Long-term,Furnished,No,No,Night Owl
Sneha_484,15000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Pallavi_446,7000,Long-term,Semi-furnished,No,Yes,Night Owl
Yash_161,5000,Long-term,Unfurnished,Yes,No,Night Owl
Krishna_115,20000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Kabir_6,15000,Short-term,Unfurnished,Yes,No,Day Scholar
Yash_382,15000,Short-term,Furnished,Yes,Yes,Day Scholar
Siddharth_415,5000,Short-term,Unfurnished,Yes,No,Day Scholar
Vihaan_30,10000,Long-term,Unfurnished,Occasionally,No,Night Owl
Gaurav_122,15000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Rekha_127,15000,Long-term,Unfurnished,Yes,No,Day Scholar
Pooja_310,7000,Long-term,Furnished,Occasionally,No,Night Owl
Aryan_318,20000,Long-term,Furnished,Occasionally,Yes,Night Owl
Pallavi_194,20000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Yash_97,5000,Long-term,Unfurnished,No,Yes,Day Scholar
Yash_154,15000,Long-term,Unfurnished,No,Occasionally,Night Owl
Sneha_44,12000,Short-term,Semi-furnished,No,No,Night Owl
Bhavya_313,12000,Long-term,Semi-furnished,No,No,Night Owl
Vikram_101,25000,Short-term,Furnished,Occasionally,Yes,Night Owl
Sneha_474,20000,Long-term,Furnished,No,No,Day Scholar
Krishna_441,10000,Long-term,Furnished,Occasionally,No,Night Owl
Ishaan_140,5000,Short-term,Furnished,No,Yes,Night Owl
Ishaan_108,15000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Priya_269,5000,Short-term,Semi-furnished,No,No,Day Scholar
Vihaan_301,15000,Short-term,Unfurnished,Yes,Yes,Night Owl
Ishita_56,15000,Short-term,Furnished,Occasionally,No,Night Owl
Aryan_29,25000,Long-term,Furnished,Occasionally,No,Day Scholar
Aniket_302,25000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Rohan_3,20000,Short-term,Furnished,No,Occasionally,Night Owl
Pooja_345,7000,Short-term,Unfurnished,Occasionally,No,Night Owl
Arjun_226,20000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Rahul_314,7000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Rekha_249,25000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Saanvi_208,7000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Ishaan_86,20000,Short-term,Unfurnished,No,Occasionally,Night Owl
Rahul_277,7000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Rekha_72,5000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Kabir_35,20000,Short-term,Furnished,No,No,Day Scholar
Neha_75,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Tanya_77,20000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
