Name,Age,Occupation,Gender,Location,Room Type,Hostel Availability,Rating
The Urban Nest Living,21,Doctor,Other,Delhi,Shared,Yes,1
Greenwood PG Living,30,Freelancer,Other,Ahmedabad,Single,No,5
Tranquil Residency Stay,38,Artist,Male,Kolkata,Single,No,3
Skyline PG Stay,37,Software Engineer,Male,Kolkata,Shared,No,4
Royal Residency Inn,27,Student,Female,Ahmedabad,Single,Yes,5
Royal Residency Residency,39,Freelancer,Female,Delhi,Single,Yes,2
Harmony Living Lodge,25,Doctor,Other,Ahmedabad,Single,Yes,3
Urban Habitat Inn,23,Business Owner,Other,Mumbai,Shared,Yes,1
Greenwood PG Lodge,20,Business Owner,Other,Hyderabad,Dormitory,Yes,3
NestAway PG Living,21,Software Engineer,Male,Ahmedabad,Single,No,4
NestAway PG Living,35,Artist,Female,Chennai,Dormitory,No,5
Harmony Living Stay,32,Doctor,Male,Ahmedabad,Dormitory,Yes,4
Pearl Residency Stay,24,Teacher,Male,Ahmedabad,Dormitory,Yes,3
Tranquil Residency Living,35,Artist,Female,Chennai,Dormitory,No,5
Golden Acres PG Inn,37,Teacher,Male,Pune,Dormitory,Yes,1
Golden Acres PG Lodge,37,Business Owner,Other,Delhi,Shared,No,3
Maple PG Living,42,Business Owner,Female,Mumbai,Single,Yes,2
Metro Living Living,30,Student,Other,Mumbai,Single,No,4
Sunrise PG Stay,42,Artist,Female,Chennai,Shared,Yes,3
Happy Homes Living,42,Freelancer,Female,Bangalore,Shared,Yes,3
The Urban Nest Residency,25,Freelancer,Female,Bangalore,Single,No,1
Tranquil Residency Residency,21,Freelancer,Male,Delhi,Single,No,4
NestAway PG Stay,30,Freelancer,Female,Delhi,Shared,Yes,2
Maple PG Lodge,28,Freelancer,Female,Bangalore,Single,Yes,3
Sunrise PG Residency,31,Software Engineer,Other,Hyderabad,Dormitory,No,3
Greenwood PG Living,32,Teacher,Male,Kolkata,Shared,Yes,2
Tranquil Residency Residency,35,Student,Male,Ahmedabad,Dormitory,Yes,2
Metro Living Residency,29,Freelancer,Male,Hyderabad,Shared,No,1
Safe Haven Stay,19,Student,Other,Pune,Shared,No,2
Greenwood PG Stay,35,Student,Other,Chennai,Single,No,5
Sunrise PG Inn,24,Business Owner,Female,Chennai,Shared,Yes,1
Royal Residency Inn,25,Software Engineer,Male,Ahmedabad,Single,Yes,4
Maple PG Stay,43,Business Owner,Male,Kolkata,Dormitory,No,3
City Comforts Living,30,Artist,Other,Delhi,Single,No,5
Serene Stay Stay,21,Doctor,Female,Mumbai,Single,No,4
City Comforts Residency,40,Teacher,Other,Ahmedabad,Shared,Yes,2
Pearl Residency Lodge,37,Freelancer,Other,Delhi,Shared,Yes,1
Urban Habitat Living,28,Student,Female,Bangalore,Dormitory,Yes,2
Safe Haven Lodge,29,Software Engineer,Other,Kolkata,Single,No,4
Tranquil Residency Inn,33,Business Owner,Male,Bangalore,Single,Yes,1
Comfort Inn Living,42,Business Owner,Female,Bangalore,Shared,Yes,4
Metro Living Residency,18,Business Owner,Male,Bangalore,Shared,Yes,3
Royal Residency Inn,31,Software Engineer,Male,Delhi,Shared,No,1
Royal Residency Lodge,25,Business Owner,Other,Chennai,Single,No,3
Blue Sky PG Residency,23,Student,Male,Kolkata,Single,No,5
Lotus Living Stay,43,Artist,Female,Ahmedabad,Single,Yes,5
Sunrise PG Inn,31,Business Owner,Other,Bangalore,Shared,Yes,5
Greenwood PG Stay,21,Business Owner,Male,Bangalore,Dormitory,Yes,2
Elite Stay Inn,24,Software Engineer,Female,Hyderabad,Dormitory,Yes,5
Pearl Residency Residency,43,Freelancer,Other,Pune,Single,Yes,1
Cozy Nest Living,26,Doctor,Other,Chennai,Single,Yes,1
Blue Sky PG Stay,23,Teacher,Male,Pune,Shared,Yes,2
Greenwood PG Inn,27,Artist,Female,Pune,Dormitory,Yes,1
Pearl Residency Residency,45,Artist,Other,Hyderabad,Single,No,3
Greenwood PG Living,38,Teacher,Female,Pune,Single,Yes,3
Happy Homes Residency,33,Business Owner,Other,Delhi,Dormitory,Yes,5
Pearl Residency Inn,19,Doctor,Other,Delhi,Dormitory,Yes,2
Serene Stay Residency,20,Software Engineer,Male,Delhi,Single,Yes,1
Maple PG Residency,35,Artist,Male,Delhi,Single,No,4
Elite Stay Stay,26,Doctor,Other,Bangalore,Shared,No,4
Royal Residency Stay,45,Business Owner,Male,Kolkata,Single,No,3
Urban Habitat Stay,23,Doctor,Male,Pune,Single,Yes,1
Sunrise PG Residency,31,Freelancer,Male,Chennai,Single,Yes,5
Infinity PG Stay,22,Freelancer,Other,Pune,Single,No,4
Cozy Nest Living,30,Teacher,Other,Pune,Dormitory,Yes,4
Comfort Inn Lodge,29,Student,Male,Ahmedabad,Single,Yes,2
Infinity PG Stay,30,Business Owner,Other,Pune,Shared,No,3
Blue Sky PG Residency,45,Business Owner,Male,Ahmedabad,Single,No,1
Tranquil Residency Living,34,Business Owner,Other,Pune,Dormitory,No,5
Safe Haven Lodge,28,Business Owner,Other,Kolkata,Single,Yes,4
Tranquil Residency Stay,25,Student,Other,Mumbai,Dormitory,No,1
Comfort Inn Living,22,Student,Male,Pune,Shared,No,5
Serene Stay Stay,33,Freelancer,Female,Mumbai,Single,No,4
Golden Acres PG Inn,34,Artist,Male,Chennai,Shared,Yes,1
The Urban Nest Stay,22,Teacher,Male,Chennai,Single,Yes,3
Urban Habitat Residency,20,Doctor,Other,Kolkata,Dormitory,No,1
Skyline PG Inn,27,Artist,Male,Ahmedabad,Dormitory,No,5
NestAway PG Living,31,Doctor,Other,Bangalore,Dormitory,Yes,4
Maple PG Lodge,32,Artist,Male,Mumbai,Dormitory,No,3
Harmony Living Residency,33,Business Owner,Male,Ahmedabad,Single,Yes,4
The Urban Nest Inn,44,Student,Other,Kolkata,Single,Yes,3
Golden Acres PG Living,45,Doctor,Male,Chennai,Shared,No,2
Maple PG Lodge,31,Artist,Other,Pune,Shared,No,5
Elite Stay Lodge,29,Teacher,Female,Kolkata,Dormitory,Yes,3
Tranquil Residency Inn,29,Teacher,Other,Mumbai,Single,No,3
The Urban Nest Residency,36,Software Engineer,Other,Kolkata,Shared,No,5
Golden Acres PG Lodge,18,Software Engineer,Other,Chennai,Shared,Yes,4
Elite Stay Inn,39,Doctor,Other,Ahmedabad,Single,No,3
Cozy Nest Lodge,23,Software Engineer,Male,Chennai,Shared,Yes,2
Urban Habitat Residency,40,Teacher,Male,Kolkata,Single,Yes,4
Smart Stay Inn,23,Teacher,Other,Mumbai,Shared,No,1
Cozy Nest Stay,18,Student,Female,Pune,Shared,No,3
Infinity PG Lodge,39,Doctor,Female,Ahmedabad,Single,Yes,4
Safe Haven Living,27,Business Owner,Other,Pune,Dormitory,No,3
Harmony Living Stay,42,Student,Other,Delhi,Single,Yes,2
Lotus Living Inn,42,Business Owner,Male,Mumbai,Single,Yes,5
Cozy Nest Lodge,30,Artist,Female,Hyderabad,Dormitory,Yes,1
Lotus Living Living,35,Teacher,Male,Hyderabad,Dormitory,No,3
Blue Sky PG Living,23,Artist,Female,Chennai,Dormitory,Yes,1
Tranquil Residency Lodge,18,Artist,Male,Delhi,Dormitory,Yes,4
Happy Homes Stay,37,Business Owner,Other,Ahmedabad,Single,Yes,2
Metro Living Stay,30,Student,Other,Pune,Dormitory,Yes,2
Blue Sky PG Inn,33,Student,Male,Hyderabad,Shared,Yes,4
Skyline PG Living,44,Artist,Other,Pune,Single,No,4
Happy Homes Stay,31,Doctor,Male,Ahmedabad,Dormitory,No,4
Elite Stay Living,29,Software Engineer,Other,Mumbai,Dormitory,No,5
Blue Sky PG Stay,24,Student,Female,Bangalore,Dormitory,Yes,1
Happy Homes Lodge,24,Artist,Female,Delhi,Dormitory,Yes,4
Sunrise PG Stay,26,Artist,Other,Hyderabad,Shared,No,1
Maple PG Lodge,30,Artist,Female,Ahmedabad,Shared,Yes,5
Sunrise PG Living,29,Freelancer,Female,Kolkata,Dormitory,Yes,4
Greenwood PG Stay,43,Artist,Female,Hyderabad,Dormitory,No,4
Cozy Nest Inn,36,Business Owner,Male,Bangalore,Single,Yes,2
Serene Stay Inn,43,Software Engineer,Other,Hyderabad,Shared,No,4
Cozy Nest Inn,40,Freelancer,Other,Hyderabad,Shared,No,2
Elite Stay Inn,31,Teacher,Male,Chennai,Dormitory,Yes,1
Lotus Living Living,20,Doctor,Female,Mumbai,Shared,No,1
Serene Stay Stay,23,Artist,Other,Kolkata,Shared,No,3
Serene Stay Inn,21,Business Owner,Female,Hyderabad,Shared,Yes,4
Sunrise PG Residency,21,Teacher,Male,Mumbai,Shared,Yes,4
Urban Habitat Living,33,Freelancer,Female,Pune,Dormitory,Yes,5
Blue Sky PG Lodge,39,Business Owner,Other,Hyderabad,Dormitory,No,1
Maple PG Lodge,39,Artist,Female,Pune,Single,Yes,1
Safe Haven Residency,36,Student,Male,Delhi,Shared,Yes,4
NestAway PG Residency,19,Student,Male,Hyderabad,Dormitory,Yes,5
Harmony Living Residency,31,Artist,Other,Mumbai,Shared,No,5
Metro Living Lodge,35,Freelancer,Male,Mumbai,Dormitory,Yes,5
Harmony Living Inn,37,Business Owner,Female,Bangalore,Single,Yes,1
NestAway PG Residency,32,Doctor,Other,Ahmedabad,Shared,Yes,4
Tranquil Residency Lodge,45,Student,Female,Mumbai,Single,No,5
City Comforts Residency,36,Software Engineer,Other,Mumbai,Shared,No,3
Blue Sky PG Stay,30,Business Owner,Male,Mumbai,Dormitory,Yes,4
Lotus Living Inn,26,Teacher,Other,Hyderabad,Shared,Yes,4
Royal Residency Stay,36,Teacher,Male,Hyderabad,Single,No,3
Cozy Nest Living,38,Software Engineer,Female,Pune,Shared,Yes,3
Maple PG Lodge,40,Doctor,Other,Hyderabad,Shared,No,5
Safe Haven Inn,33,Doctor,Other,Ahmedabad,Dormitory,No,4
Smart Stay Stay,27,Software Engineer,Female,Ahmedabad,Shared,Yes,5
City Comforts Living,37,Artist,Other,Ahmedabad,Dormitory,Yes,3
Tranquil Residency Inn,24,Artist,Male,Ahmedabad,Single,Yes,5
Cozy Nest Inn,38,Business Owner,Other,Kolkata,Dormitory,Yes,3
Skyline PG Stay,37,Teacher,Male,Pune,Dormitory,Yes,3
Lotus Living Residency,24,Software Engineer,Other,Kolkata,Single,Yes,2
Smart Stay Residency,43,Student,Male,Bangalore,Shared,Yes,2
Smart Stay Inn,19,Software Engineer,Other,Chennai,Dormitory,No,4
Pearl Residency Lodge,31,Software Engineer,Male,Kolkata,Single,Yes,4
Sunrise PG Lodge,44,Student,Female,Mumbai,Shared,Yes,3
Elite Stay Lodge,26,Doctor,Female,Hyderabad,Shared,No,2
Elite Stay Inn,25,Artist,Female,Hyderabad,Dormitory,No,2
Serene Stay Inn,22,Business Owner,Other,Pune,Dormitory,No,4
The Urban Nest Lodge,30,Artist,Male,Delhi,Shared,No,3
Lotus Living Living,41,Software Engineer,Female,Ahmedabad,Shared,No,3
Lotus Living Living,37,Freelancer,Other,Hyderabad,Dormitory,Yes,5
Comfort Inn Residency,42,Doctor,Other,Ahmedabad,Shared,Yes,1
Urban Habitat Inn,22,Teacher,Female,Mumbai,Dormitory,No,2
Smart Stay Inn,43,Business Owner,Other,Mumbai,Dormitory,Yes,1
Greenwood PG Stay,21,Doctor,Male,Delhi,Single,Yes,4
Elite Stay Lodge,19,Teacher,Other,Chennai,Single,Yes,1
Safe Haven Stay,19,Teacher,Female,Pune,Single,Yes,2
Harmony Living Residency,43,Freelancer,Male,Mumbai,Dormitory,No,2
Sunrise PG Living,28,Doctor,Male,Ahmedabad,Shared,Yes,4
Golden Acres PG Stay,41,Software Engineer,Female,Hyderabad,Single,Yes,5
Pearl Residency Lodge,39,Teacher,Male,Delhi,Dormitory,Yes,1
Golden Acres PG Lodge,20,Student,Male,Kolkata,Dormitory,Yes,5
Cozy Nest Residency,34,Software Engineer,Other,Mumbai,Single,Yes,5
Metro Living Inn,45,Software Engineer,Other,Mumbai,Shared,Yes,4
Sunrise PG Inn,41,Artist,Male,Ahmedabad,Shared,Yes,5
Greenwood PG Stay,30,Business Owner,Female,Bangalore,Dormitory,No,4
Tranquil Residency Lodge,39,Business Owner,Male,Mumbai,Single,Yes,5
City Comforts Stay,43,Freelancer,Other,Delhi,Shared,No,3
Sunrise PG Lodge,26,Student,Male,Delhi,Shared,No,3
Pearl Residency Residency,36,Software Engineer,Other,Hyderabad,Shared,Yes,3
Cozy Nest Residency,24,Doctor,Female,Pune,Single,Yes,4
Harmony Living Lodge,33,Student,Other,Hyderabad,Dormitory,No,3
Infinity PG Inn,27,Freelancer,Male,Chennai,Single,Yes,5
Infinity PG Inn,28,Software Engineer,Other,Kolkata,Shared,No,1
Safe Haven Inn,22,Student,Male,Hyderabad,Shared,No,4
Safe Haven Lodge,27,Student,Female,Chennai,Shared,Yes,2
Metro Living Stay,36,Business Owner,Other,Bangalore,Shared,No,3
Tranquil Residency Stay,25,Student,Male,Bangalore,Single,Yes,1
Cozy Nest Stay,37,Software Engineer,Other,Delhi,Dormitory,No,4
Lotus Living Stay,33,Software Engineer,Male,Chennai,Shared,No,5
Metro Living Living,25,Software Engineer,Male,Chennai,Single,No,5
The Urban Nest Living,26,Teacher,Other,Ahmedabad,Single,Yes,4
Cozy Nest Stay,34,Freelancer,Female,Mumbai,Shared,No,3
Royal Residency Residency,44,Freelancer,Male,Kolkata,Dormitory,No,4
The Urban Nest Living,38,Business Owner,Female,Bangalore,Shared,Yes,2
NestAway PG Lodge,22,Business Owner,Male,Bangalore,Shared,Yes,3
Maple PG Residency,26,Teacher,Other,Delhi,Single,Yes,2
Maple PG Lodge,19,Teacher,Other,Bangalore,Single,Yes,1
Royal Residency Residency,33,Doctor,Other,Mumbai,Shared,No,3
Urban Habitat Living,32,Teacher,Male,Kolkata,Dormitory,No,3
Skyline PG Inn,43,Student,Other,Ahmedabad,Single,Yes,1
City Comforts Residency,34,Freelancer,Male,Kolkata,Single,Yes,2
Greenwood PG Lodge,43,Teacher,Male,Chennai,Single,Yes,1
Pearl Residency Inn,26,Artist,Female,Kolkata,Dormitory,No,4
Maple PG Stay,39,Teacher,Other,Mumbai,Single,No,5
Serene Stay Inn,34,Doctor,Male,Hyderabad,Dormitory,No,1
Cozy Nest Lodge,33,Freelancer,Male,Pune,Shared,No,5
Blue Sky PG Inn,20,Artist,Male,Kolkata,Shared,No,1
Elite Stay Residency,42,Freelancer,Male,Kolkata,Shared,Yes,2
Maple PG Inn,33,Business Owner,Male,Bangalore,Shared,No,4
Comfort Inn Stay,28,Doctor,Other,Delhi,Dormitory,Yes,5
Pearl Residency Lodge,24,Doctor,Male,Hyderabad,Shared,Yes,4
Tranquil Residency Living,26,Artist,Female,Chennai,Shared,Yes,2
Tranquil Residency Inn,41,Business Owner,Other,Mumbai,Dormitory,Yes,3
Serene Stay Stay,23,Software Engineer,Male,Delhi,Dormitory,Yes,1
Infinity PG Inn,34,Student,Other,Kolkata,Single,No,2
NestAway PG Living,23,Student,Male,Ahmedabad,Dormitory,Yes,1
Happy Homes Residency,33,Doctor,Male,Hyderabad,Dormitory,Yes,4
Maple PG Inn,39,Student,Other,Delhi,Single,No,4
Tranquil Residency Living,22,Artist,Other,Hyderabad,Shared,Yes,4
Greenwood PG Living,44,Freelancer,Other,Hyderabad,Shared,No,4
Comfort Inn Stay,31,Artist,Other,Chennai,Dormitory,No,3
Blue Sky PG Stay,18,Doctor,Male,Chennai,Shared,No,4
Safe Haven Lodge,37,Software Engineer,Other,Chennai,Dormitory,No,4
Sunrise PG Residency,43,Freelancer,Other,Chennai,Dormitory,No,5
Metro Living Residency,24,Software Engineer,Female,Hyderabad,Single,No,5
Golden Acres PG Stay,31,Teacher,Other,Mumbai,Shared,No,1
Elite Stay Living,37,Business Owner,Male,Chennai,Dormitory,No,2
The Urban Nest Inn,40,Freelancer,Male,Bangalore,Shared,No,1
Urban Habitat Stay,18,Freelancer,Male,Hyderabad,Dormitory,No,5
Royal Residency Inn,39,Freelancer,Male,Ahmedabad,Single,Yes,3
Pearl Residency Lodge,24,Freelancer,Female,Bangalore,Dormitory,Yes,4
Metro Living Lodge,26,Software Engineer,Other,Kolkata,Shared,No,2
Maple PG Residency,20,Business Owner,Male,Pune,Dormitory,Yes,2
Happy Homes Living,45,Artist,Other,Ahmedabad,Single,No,3
Maple PG Lodge,21,Teacher,Other,Mumbai,Single,Yes,5
Happy Homes Living,28,Doctor,Female,Kolkata,Shared,Yes,2
Greenwood PG Residency,22,Software Engineer,Male,Bangalore,Single,No,2
Skyline PG Living,33,Doctor,Male,Mumbai,Single,Yes,2
Comfort Inn Residency,18,Student,Other,Ahmedabad,Single,No,1
City Comforts Living,43,Doctor,Female,Mumbai,Single,Yes,2
Golden Acres PG Stay,23,Student,Female,Chennai,Dormitory,Yes,4
Royal Residency Lodge,38,Business Owner,Other,Mumbai,Single,Yes,1
Sunrise PG Living,39,Teacher,Male,Pune,Single,Yes,1
Cozy Nest Residency,20,Teacher,Male,Ahmedabad,Single,No,1
Sunrise PG Inn,44,Student,Male,Mumbai,Shared,Yes,4
Metro Living Residency,35,Doctor,Female,Pune,Dormitory,No,4
Tranquil Residency Lodge,27,Student,Other,Mumbai,Shared,No,1
Safe Haven Stay,45,Business Owner,Male,Chennai,Shared,Yes,3
City Comforts Residency,36,Software Engineer,Other,Pune,Single,No,5
Infinity PG Lodge,43,Student,Female,Hyderabad,Single,No,5
The Urban Nest Living,33,Freelancer,Other,Pune,Single,No,4
Maple PG Inn,29,Software Engineer,Female,Bangalore,Shared,Yes,2
Metro Living Residency,36,Business Owner,Male,Mumbai,Shared,No,1
Comfort Inn Inn,32,Artist,Other,Hyderabad,Shared,No,2
Maple PG Residency,44,Software Engineer,Other,Pune,Shared,Yes,2
Golden Acres PG Residency,24,Business Owner,Male,Hyderabad,Dormitory,No,1
Blue Sky PG Stay,23,Doctor,Other,Chennai,Shared,Yes,1
Elite Stay Lodge,24,Software Engineer,Female,Ahmedabad,Shared,No,4
Pearl Residency Residency,41,Business Owner,Male,Delhi,Dormitory,No,3
Lotus Living Lodge,30,Artist,Female,Kolkata,Shared,No,3
Elite Stay Lodge,26,Freelancer,Other,Hyderabad,Shared,No,4
NestAway PG Stay,18,Doctor,Female,Kolkata,Shared,Yes,2
Royal Residency,25,Teacher,Male,Kolkata,Dormitory,No,3
Serene Stay Living,19,Business Owner,Other,Ahmedabad,Single,Yes,4
Cozy Nest Lodge,31,Business Owner,Other,Kolkata,Single,No,2
Serene Stay Stay,45,Business Owner,Other,Hyderabad,Single,No,2
Metro Living Living,23,Teacher,Male,Pune,Single,Yes,1
Maple PG Inn,27,Teacher,Male,Hyderabad,Single,Yes,5
Lotus Living Living,40,Artist,Male,Kolkata,Shared,No,5
Elite Stay Inn,38,Business Owner,Female,Mumbai,Single,No,4
Blue Sky PG Lodge,26,Student,Male,Delhi,Dormitory,No,2
Cozy Nest Stay,33,Freelancer,Female,Bangalore,Shared,Yes,3
Skyline PG Inn,19,Doctor,Other,Mumbai,Shared,No,3
Blue Sky PG Residency,43,Teacher,Other,Kolkata,Single,No,3
Infinity PG Residency,23,Teacher,Other,Hyderabad,Shared,Yes,2
City Comforts Lodge,21,Artist,Female,Bangalore,Shared,No,3
Metro Living Lodge,43,Business Owner,Female,Hyderabad,Shared,No,1
Skyline PG Inn,29,Student,Female,Pune,Shared,No,4
Blue Sky PG Lodge,34,Doctor,Female,Kolkata,Dormitory,No,4
Royal Residency Living,43,Artist,Female,Chennai,Dormitory,No,1
Serene Stay Inn,23,Student,Other,Mumbai,Single,Yes,1
Happy Homes Stay,41,Artist,Male,Chennai,Shared,No,3
Comfort Inn Lodge,43,Teacher,Male,Chennai,Single,Yes,4
Royal Residency Residency,21,Business Owner,Male,Kolkata,Shared,No,3
City Comforts Inn,40,Teacher,Female,Delhi,Shared,Yes,4
Royal Residency Inn,23,Artist,Other,Delhi,Shared,Yes,2
Pearl Residency Inn,28,Business Owner,Female,Ahmedabad,Shared,Yes,3
Lotus Living Residency,18,Freelancer,Male,Chennai,Single,No,4
Golden Acres PG Inn,24,Doctor,Female,Chennai,Shared,Yes,4
Infinity PG Inn,30,Doctor,Other,Delhi,Single,Yes,2
Pearl Residency Stay,40,Business Owner,Female,Pune,Shared,No,2
Tranquil Residency Residency,28,Software Engineer,Male,Chennai,Dormitory,No,1
Pearl Residency Stay,37,Software Engineer,Female,Hyderabad,Single,No,4
Cozy Nest Living,29,Artist,Other,Delhi,Single,No,1
Elite Stay Stay,44,Freelancer,Male,Hyderabad,Shared,No,2
Metro Living Living,18,Teacher,Female,Kolkata,Shared,Yes,2
Safe Haven Residency,39,Student,Male,Kolkata,Single,No,3
Sunrise PG Stay,40,Software Engineer,Male,Chennai,Single,No,5
Harmony Living Lodge,28,Software Engineer,Other,Hyderabad,Shared,No,2
Metro Living Residency,33,Student,Female,Bangalore,Shared,No,2
Skyline PG Living,24,Doctor,Other,Chennai,Shared,Yes,1
Sunrise PG Living,33,Teacher,Male,Kolkata,Dormitory,Yes,2
City Comforts Stay,44,Freelancer,Male,Chennai,Dormitory,Yes,1
The Urban Nest Inn,42,Artist,Male,Bangalore,Dormitory,No,4
Safe Haven Lodge,27,Business Owner,Female,Kolkata,Shared,Yes,4
Harmony Living Inn,37,Software Engineer,Male,Pune,Dormitory,No,2
Metro Living Stay,40,Freelancer,Female,Delhi,Shared,Yes,5
Elite Stay Living,41,Artist,Female,Kolkata,Single,No,1
Golden Acres PG Residency,26,Freelancer,Female,Pune,Single,No,3
Tranquil Residency Inn,40,Teacher,Female,Chennai,Single,No,3
Golden Acres PG Stay,24,Business Owner,Male,Delhi,Dormitory,Yes,1
NestAway PG Stay,28,Doctor,Male,Delhi,Single,Yes,5
Metro Living Inn,38,Artist,Other,Kolkata,Single,Yes,1
Elite Stay Inn,35,Student,Female,Kolkata,Single,Yes,2
Serene Stay Living,40,Doctor,Other,Chennai,Single,No,2
Golden Acres PG Lodge,41,Software Engineer,Other,Hyderabad,Shared,Yes,1
Comfort Inn Living,22,Teacher,Male,Mumbai,Dormitory,No,4
Safe Haven Lodge,38,Business Owner,Other,Hyderabad,Shared,No,4
Infinity PG Lodge,38,Student,Other,Bangalore,Shared,Yes,3
Cozy Nest Lodge,22,Doctor,Male,Pune,Single,No,1
Blue Sky PG Inn,28,Business Owner,Male,Chennai,Shared,No,3
Golden Acres PG Residency,45,Software Engineer,Male,Kolkata,Single,Yes,2
Royal Residency Inn,21,Student,Other,Bangalore,Single,No,2
Cozy Nest Inn,27,Business Owner,Other,Delhi,Single,No,3
Comfort Inn Inn,39,Student,Other,Pune,Shared,Yes,1
Lotus Living Stay,18,Artist,Other,Kolkata,Shared,No,2
Greenwood PG Inn,42,Student,Female,Ahmedabad,Shared,Yes,4
Harmony Living Lodge,31,Business Owner,Female,Ahmedabad,Dormitory,No,4
Smart Stay Inn,25,Student,Male,Delhi,Shared,Yes,3
Elite Stay Living,44,Business Owner,Male,Bangalore,Single,Yes,4
Happy Homes Living,19,Teacher,Male,Chennai,Shared,No,1
Cozy Nest Stay,39,Teacher,Female,Delhi,Shared,No,1
Tranquil Residency Living,18,Student,Male,Bangalore,Dormitory,Yes,4
Tranquil Residency Residency,30,Freelancer,Other,Pune,Shared,Yes,3
Harmony Living Stay,36,Student,Female,Ahmedabad,Single,Yes,5
Pearl Residency Residency,18,Artist,Female,Pune,Single,No,1
Lotus Living Residency,33,Doctor,Male,Chennai,Dormitory,Yes,1
Comfort Inn Residency,22,Doctor,Female,Bangalore,Shared,No,5
Comfort Inn Lodge,24,Doctor,Other,Delhi,Dormitory,No,3
Harmony Living Living,37,Business Owner,Female,Bangalore,Shared,Yes,3
Skyline PG Lodge,27,Software Engineer,Other,Bangalore,Shared,Yes,1
Greenwood PG Lodge,33,Software Engineer,Female,Kolkata,Dormitory,No,3
Golden Acres PG Lodge,19,Business Owner,Other,Mumbai,Shared,Yes,2
Metro Living Lodge,19,Business Owner,Female,Delhi,Single,Yes,4
Golden Acres PG Stay,20,Doctor,Male,Chennai,Single,Yes,5
NestAway PG Living,32,Student,Female,Hyderabad,Dormitory,Yes,2
Pearl Residency Residency,22,Doctor,Other,Pune,Shared,No,1
Urban Habitat Inn,32,Artist,Female,Delhi,Shared,Yes,3
Skyline PG Inn,30,Software Engineer,Male,Chennai,Single,Yes,4
Greenwood PG Stay,33,Doctor,Female,Kolkata,Dormitory,Yes,2
Sunrise PG Lodge,36,Artist,Male,Ahmedabad,Single,No,4
Smart Stay Residency,45,Business Owner,Male,Pune,Shared,No,1
Royal Residency Residency,25,Artist,Male,Ahmedabad,Shared,No,3
Smart Stay Residency,40,Artist,Male,Delhi,Shared,Yes,5
NestAway PG Living,27,Software Engineer,Female,Hyderabad,Single,Yes,4
Urban Habitat Stay,36,Student,Other,Mumbai,Dormitory,No,5
Tranquil Residency Stay,34,Business Owner,Other,Bangalore,Shared,Yes,4
Smart Stay Inn,34,Software Engineer,Male,Chennai,Single,No,5
Sunrise PG Inn,42,Student,Other,Ahmedabad,Shared,Yes,5
City Comforts Inn,44,Artist,Female,Pune,Single,No,1
Tranquil Residency Residency,26,Doctor,Female,Pune,Dormitory,No,2
Metro Living Lodge,21,Software Engineer,Female,Ahmedabad,Single,Yes,5
